,Judul   ,Japanese,Score   ,Produser,Tipe    ,Status  ,Total   ,Durasi  ,Tanggal ,Studio  ,Genre   
10,ACCA: 13-ku Kansatsu-ka,ACCA 13区監察課,7.72,"Bandai Visual, Square Enix, Lantis, Nihon Ad Systems, Banpresto, Medicos Entertainment, BS11, Sony PCL, Contents Seed",TV,Completed,12,24 Menit / Episode,"Jan 10, 2017 sampai Mar 28, 2017",Madhouse,"Drama, Fantasy, Mystery, Police, Seinen"
11,Sakamoto desu ga?,坂本ですが？,7.67,"Kadokawa Shoten, TBS, DAX Production, Daiichikosho, King Records",TV,Completed,12,24 Menit / Episode,"Apr 8, 2016 sampai Jul 1, 2016",Studio Deen,"Comedy, School, Seinen, Slice of Life"
12,Sakura Quest,サクラクエスト,7.46,"AT-X, Houbunsha, TOHO animation, BS11, ABC Animation, Sony PCL",TV,Completed,25,23 Menit / Episode,"Apr 6, 2017 sampai Sep 21, 2017",P.A. Works,"Comedy, Slice of Life"
13,Donten ni Warau,曇天に笑う,7.61,"VAP, Nippon Television Network Corporation",TV,Completed,12,23 Menit / Episode,"Oct 4, 2014 sampai Dec 20, 2014",Doga Kobo,"Action, Historical, Shoujo"
14,Coppelion,コッペリオン,6.54,Starchild Records,TV,Completed,13,24 Menit / Episode,"Oct 2, 2013 sampai Dec 25, 2013",GoHands,"Action, Sci-Fi, Seinen"
15,Bungo Stray Dogs Season 2,文豪ストレイドッグス,8.3,"Lantis, Movic, KlockWorx, Bandai Namco Live Creative, Glovision, Lawson HMV Entertainment, Sony PCL",TV,Completed,12,23 Menit,"Oct 6, 2016 sampai Dec 16, 2016",Bones,"Action, Mystery, Seinen, Super Power, Supernatural"
16,Madan no Ou to Vanadis,魔弾の王と戦姫 (ヴァナディース),7.3,"Media Factory, Movic",BD,Completed,13,24 Menit / Episode,"Oct 4, 2014 sampai Dec 27, 2014",Satelight,"Adventure,  , Fantasy, Harem, Romance"
17,Bungou Stray Dogs,文豪ストレイドッグス,7.81,"Lantis, Movic, KlockWorx, Bandai Namco Live Creative, Glovision, Lawson HMV Entertainment, Sony PCL",TV,Completed,12,23 Menit,"Apr 7, 2016 sampai Jun 23, 2016",Bones,"Action, Comedy, Mystery, Seinen, Super Power, Supernatural"
18,Last Period,ラストピリオド -終わりなき螺旋の物語-,6.6,Egg Firm,TV,Completed,12,23 Menit / Episode,"Apr 12, 2018 sampai Jun 28, 2018",J.C.Staff,"Action, Adventure, Comedy, Fantasy, Magic"
19,Samurai Champloo,サムライチャンプルー,8.5,"Victor Entertainment, Fuji TV, Barnum Studio, Tokuma Shoten, flying DOG",BD,Completed,26,24 Menit / Episode,"May 20, 2004 sampai Mar 19, 2005",Manglobe,"Action, Adventure, Comedy, Historical, Samurai, Shounen"
20,Akaneiro ni Somaru Saka,あかね色に染まる坂,6.6,"Marvelous Entertainment, feng, Delfi Sound, Pony Canyon Enterprise",BD,Completed,12,25 Menit / Episode,"Oct 3, 2008 sampai Dec 19, 2008",TNK,"Comedy, Harem, Romance, School"
21,Photokano,フォトカノ,6.31,"TBS, Enterbrain, BS-TBS, RAY",BD,Completed,13,23 Menit / Episode,"Apr 5, 2013 sampai Jun 28, 2013",Madhouse," , Romance, School"
22,No.6,NO.6［ナンバー・シックス］,7.71,"Aniplex, Dentsu, Kodansha, Fuji TV",BD,Completed,11,23 Menit / Episode,"Jul 8, 2011 sampai Sep 16, 2011",Bones,"Action, Drama, Mystery, Sci-Fi"
23,Lost Song,LOST SONG,7.24,"Ultra Super Pictures, MAGES.",TV,Completed,12,23 Menit / Episode,"Apr 8, 2018 sampai Jun 16, 2018","Dwango, LIDENFILMS","Drama, Fantasy"
24,Kubikiri Cycle: Aoiro Savant to Zaregototsukai,クビキリサイクル 青色サヴァンと戯言遣い,7.91,"Aniplex, Kodansha",BD,Completed,8,30 Menit / Episode,"Oct 26, 2016 sampai Sep 27, 2017",Shaft,"Action, Drama, Mystery, Supernatural"
